epoch,val_accuracy,val_loss,val_auc,val_micro,val_macro,val_cce,val_mse
1,0.16366666666666665,0.08932490218827065,0.4750174582004547,0.16366666555404663,0.08778455853462219,2.273444482620726,0.08932490218827065
2,0.252,0.08868945770441218,0.4798424243927002,0.25200000405311584,0.10709723830223083,2.2464064410392273,0.08868945770441218
3,0.3416666666666667,0.08800364682014952,0.4848957657814026,0.34166666865348816,0.11951246112585068,2.218733939718693,0.08800364682014952
4,0.4146666666666667,0.08726359967221604,0.4901195466518402,0.41466665267944336,0.12436028569936752,2.190456121525866,0.08726359967221604
5,0.4666666666666667,0.08646531823150655,0.49555492401123047,0.46666666865348816,0.12804193794727325,2.161600726716062,0.08646531823150655
6,0.48833333333333334,0.08560499136752271,0.5012437701225281,0.4883333444595337,0.121087945997715,2.13220510964698,0.08560499136752271
7,0.5003333333333333,0.08467837010926389,0.5073074102401733,0.500333309173584,0.11293617635965347,2.1022921458203743,0.08467837010926389
8,0.5,0.08368518948554993,0.513752281665802,0.5,0.09877991676330566,2.0719964263287,0.08368518948554993
9,0.5033333333333333,0.08262666108760428,0.5208101272583008,0.503333330154419,0.09215253591537476,2.0414588324567107,0.08262666108760428
10,0.5036666666666667,0.08150771973614997,0.5283847451210022,0.5036666393280029,0.08367699384689331,2.0108787442775484,0.08150771973614997
11,0.503,0.08033531151236371,0.5366538763046265,0.503000020980835,0.07708985358476639,1.98044560817962,0.08033531151236371
12,0.5026666666666667,0.07912307319805977,0.5455442070960999,0.5026666522026062,0.07399114966392517,1.950451783677365,0.07912307319805977
13,0.5023333333333333,0.07788779380473684,0.554952085018158,0.5023333430290222,0.07175546884536743,1.9211847515816385,0.07788779380473684
14,0.502,0.07664632353376835,0.5649863481521606,0.5019999742507935,0.06946057826280594,1.892877883099495,0.07664632353376835
15,0.502,0.07542039723472392,0.5752774477005005,0.5019999742507935,0.06930708885192871,1.86582032670366,0.07542039723472392
16,0.502,0.07422937944214394,0.5858340263366699,0.5019999742507935,0.06923093646764755,1.840227283061819,0.07422937944214394
17,0.5013333333333333,0.07309001248250617,0.5963882803916931,0.5013333559036255,0.06685930490493774,1.816251815633571,0.07309001248250617
18,0.5013333333333333,0.07201113008913841,0.6067594289779663,0.5013333559036255,0.06685930490493774,1.7939076930918592,0.07201113008913841
19,0.5013333333333333,0.07100068864987251,0.616940438747406,0.5013333559036255,0.06681475043296814,1.7732085978731196,0.07100068864987251
20,0.5013333333333333,0.0700632493467407,0.6266521215438843,0.5013333559036255,0.06681475043296814,1.7541358749917213,0.0700632493467407
21,0.5013333333333333,0.06919738325349828,0.6358531713485718,0.5013333559036255,0.06681475043296814,1.7365807523118688,0.06919738325349828
22,0.5013333333333333,0.06839984163958976,0.6446117162704468,0.5013333559036255,0.06681475043296814,1.720418853962675,0.06839984163958976
23,0.5013333333333333,0.06766466491241405,0.6528892517089844,0.5013333559036255,0.06681475043296814,1.7054964659061838,0.06766466491241405
24,0.5013333333333333,0.06699022856798578,0.6606317162513733,0.5013333559036255,0.06681475043296814,1.691760499426659,0.06699022856798578
25,0.5013333333333333,0.06636843144735123,0.6679579615592957,0.5013333559036255,0.06681475043296814,1.6790325590904722,0.06636843144735123
26,0.5013333333333333,0.0657933900489452,0.6747732162475586,0.5013333559036255,0.06681475043296814,1.6671940773091418,0.0657933900489452
27,0.5013333333333333,0.06526181006685217,0.6811113357543945,0.5013333559036255,0.06682959198951721,1.6561748182519953,0.06526181006685217
28,0.5013333333333333,0.06476713170079475,0.6871334314346313,0.5013333559036255,0.06684444844722748,1.6458469007877594,0.06476713170079475
29,0.5013333333333333,0.06430570694043282,0.6927424669265747,0.5013333559036255,0.06690391153097153,1.6361424605897132,0.06430570694043282
30,0.5013333333333333,0.06387273967266083,0.6980260014533997,0.5013333559036255,0.06691879779100418,1.626966194903597,0.06387273967266083
31,0.5016666666666667,0.06346553239099523,0.7030254006385803,0.5016666650772095,0.06810328364372253,1.618267758095518,0.06346553239099523
32,0.5016666666666667,0.06308230555596504,0.7076308131217957,0.5016666650772095,0.06814799457788467,1.6100190877914429,0.06308230555596504
33,0.502,0.06272012752262836,0.7119688987731934,0.5019999742507935,0.06933382153511047,1.6021644726712654,0.06272012752262836
34,0.502,0.0623777975189559,0.7160499691963196,0.5019999742507935,0.06934875249862671,1.5946821405532512,0.0623777975189559
35,0.502,0.06205303507282379,0.719868540763855,0.5019999742507935,0.06935025006532669,1.5875296110802508,0.06205303507282379
36,0.5023333333333333,0.06174371898808378,0.7235193848609924,0.5023333430290222,0.07060279697179794,1.5806641857674781,0.06174371898808378
37,0.5023333333333333,0.061449171024117066,0.726958155632019,0.5023333430290222,0.07060449570417404,1.5740782187340108,0.061449171024117066
38,0.5026666666666667,0.061168234042347745,0.7302563786506653,0.5026666522026062,0.07177428901195526,1.5677472822209622,0.061168234042347745
39,0.5026666666666667,0.060899828738988714,0.7333127856254578,0.5026666522026062,0.07177834957838058,1.5616522951329008,0.060899828738988714
40,0.5036666666666667,0.060643015786054286,0.7362531423568726,0.5036666393280029,0.07516073435544968,1.555778351235897,0.060643015786054286
41,0.5043333333333333,0.060397038632567894,0.739044725894928,0.5043333172798157,0.0773669183254242,1.5501098899131125,0.060397038632567894
42,0.5046666666666667,0.060160552765777774,0.741707444190979,0.5046666860580444,0.07841169834136963,1.5446234763936793,0.060160552765777774
43,0.5053333333333333,0.05993378760808326,0.7441805601119995,0.5053333044052124,0.08046264201402664,1.5393238562218687,0.05993378760808326
44,0.506,0.059715838389510806,0.7464882135391235,0.5059999823570251,0.08242187649011612,1.5341957629995142,0.059715838389510806
45,0.5066666666666667,0.05950650430106102,0.7487167716026306,0.5066666603088379,0.08422599732875824,1.5292371968005567,0.05950650430106102
46,0.5086666666666667,0.059304974933571,0.7508515119552612,0.5086666941642761,0.08991789817810059,1.52443014307225,0.059304974933571
47,0.5103333333333333,0.05911056285208844,0.7528291940689087,0.5103333592414856,0.09440838545560837,1.5197637169919116,0.05911056285208844
48,0.5113333333333333,0.0589229812488911,0.754787266254425,0.5113333463668823,0.09700857102870941,1.5152333251973416,0.0589229812488911
49,0.512,0.058741712863457966,0.7566217184066772,0.5120000243186951,0.09845621883869171,1.5108276897288384,0.058741712863457966
50,0.513,0.05856682479064515,0.7584320306777954,0.5130000114440918,0.10061892867088318,1.5065482728024746,0.05856682479064515
51,0.5143333333333333,0.058398036286234856,0.7601479291915894,0.5143333077430725,0.10364937037229538,1.5023898469640853,0.058398036286234856
52,0.5146666666666667,0.05823497822944154,0.7618153691291809,0.5146666765213013,0.10404397547245026,1.4983460865122207,0.05823497822944154
53,0.5146666666666667,0.058077558082468964,0.7633795738220215,0.5146666765213013,0.10382597148418427,1.494414489319984,0.058077558082468964
54,0.515,0.05792544734604815,0.7649263143539429,0.5149999856948853,0.10420145094394684,1.4905897848149563,0.05792544734604815
55,0.5163333333333333,0.057778558555118584,0.7663905024528503,0.5163333415985107,0.10701680928468704,1.486869862739076,0.057778558555118584
56,0.5176666666666667,0.057636452125425036,0.7677872776985168,0.5176666378974915,0.10995782166719437,1.4832470594568457,0.057636452125425036
57,0.5186666666666667,0.05749834974871037,0.7691574096679688,0.518666684627533,0.11176526546478271,1.4797061871975026,0.05749834974871037
58,0.52,0.05736435973580847,0.7705210447311401,0.5199999809265137,0.11460781842470169,1.476250947789943,0.05736435973580847
59,0.5206666666666667,0.05723445838753213,0.7718581557273865,0.5206666588783264,0.1155564934015274,1.472877673646237,0.05723445838753213
